Draft,Bwc_most_infl,Bwc_least_infl,Bwc_avg,Email_count_most_infl,Email_count_least_infl,Email_count_avg,Age_most_infl,Age_least_infl,Age_avg,Total_authors,In_top10,In_next20,Draft_published_most_infl,Draft_published_least_infl,Draft_published_avg,Areas_most_infl,Areas_least_infl,Areas_avg,Mlist_count_most_infl,Mlist_count_least_infl,Mlist_count_avg,cisco,huawei,ericsson,nokia,juniper,nortel,microsoft,sun,at&t,china mobile,alcatel-lucent,nec,comcast,google,ibm,alcatel,mit,uc3m,france,tsinghua university
draft-li-v6ops-load-balancing-requirement,0.0079,0.0,0.002,53,627,170.0,1.5,6.0,-0.125,5,0,1,1,1,1.0,5,5,1.0,8,27,8.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-umansky-mpls-tp-ring-protection-switching,0.0381,0.0,0.009,373,4,124.167,9.0,2.0,4.917,6,2,0,1,0,0.833,3,1,0.833,16,2,5.333,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
draft-snijders-idr-rfc8203bis,0.1078,0.0,0.055,610,25,430.0,25.0,2.0,13.0,4,3,0,1,1,1.0,6,2,1.0,30,3,21.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-netmod-clemm-datastore-push,0.0015,0.0,0.001,84,15,52.0,9.5,1.0,6.0,3,0,0,1,1,1.0,4,1,1.0,6,1,4.667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-qin-mipshop-pmipro,0.0238,0.0,0.006,351,2,107.0,12.5,1.0,4.125,4,1,0,1,1,1.0,4,1,1.0,18,1,8.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-reddy-tram-turn-third-party-authz,0.0278,0.0005,0.014,613,89,390.25,10.5,2.5,4.875,4,2,1,1,1,1.0,4,3,1.0,10,7,13.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-ietf-rserpool-threats,0.0014,0.0,0.0,50,0,23.0,7.5,7.0,8.9,5,0,0,0,0,0.4,3,0,0.4,3,0,1.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
draft-otis-dnssd-mdns-xlink,0.0293,0.0293,0.029,660,660,660.0,15.0,15.0,15.0,1,1,0,1,1,1.0,6,6,1.0,24,24,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-scudder-idr-ebgp-rr,0.1121,0.1121,0.112,510,510,510.0,19.5,19.5,19.5,1,1,0,1,1,1.0,5,5,1.0,25,25,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zia-route,0.0,0.0,0.0,5,0,2.5,0.0,18.5,9.25,2,0,0,0,0,0.0,2,0,0.0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-boucadair-dots-earlydata,0.1676,0.0274,0.098,2174,1369,1771.5,14.5,7.5,11.0,2,2,0,1,1,1.0,9,8,1.0,55,34,44.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-lear-httpbis-svcinfo-rr,0.1635,0.1635,0.164,974,974,974.0,21.5,21.5,21.5,1,1,0,1,1,1.0,10,10,1.0,58,58,58.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-narten-nvo3-arch,0.4666,0.0055,0.13,1642,142,600.8,16.5,8.0,13.2,5,3,2,0,1,0.6,10,3,0.6,70,8,30.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
draft-johansson-kerberos-model,0.0787,0.0787,0.079,208,208,208.0,9.0,9.0,9.0,1,1,0,1,1,1.0,6,6,1.0,19,19,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-winterbottom-geopriv-lis2lis-req,0.0082,0.0072,0.008,618,13,315.5,3.0,4.0,3.5,2,0,2,1,1,1.0,4,3,1.0,9,5,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-presuhn-floats,0.1548,0.1548,0.155,1890,1890,1890.0,16.0,16.0,16.0,1,1,0,1,1,1.0,8,8,1.0,30,30,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-mlichvar-ntp-short-extension-fields,0.0024,0.0024,0.002,290,290,290.0,4.0,4.0,4.0,1,0,1,1,1,1.0,1,1,1.0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-jin-homenet-dncp-experience,0.0107,0.0,0.004,189,2,108.333,5.5,0.0,2.5,3,1,0,1,0,0.667,3,1,0.667,4,1,5.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-templin-inetmtu,0.2085,0.2085,0.208,916,916,916.0,10.0,10.0,10.0,1,1,0,1,1,1.0,6,6,1.0,26,26,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bitar-lasserre-nvo3-dp-reqs,0.016,0.0098,0.012,82,78,101.0,8.5,12.5,9.833,3,3,0,1,0,0.667,2,6,0.667,7,14,10.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
draft-dhody-pce-ospf-protocol-extensions-for-bn-discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-kitten-password-storage,0.0053,0.0053,0.005,79,79,79.0,6.0,6.0,6.0,1,0,1,1,1,1.0,4,4,1.0,7,7,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-rosen-atoca-cap,0.9879,0.1961,0.477,4118,2170,2577.0,8.5,11.5,12.667,3,3,0,1,1,1.0,11,6,1.0,92,35,59.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-macdonald-antispam-registry,0.0109,0.0109,0.011,251,251,251.0,8.0,8.0,8.0,1,1,0,1,1,1.0,4,4,1.0,9,9,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-filsfils-spring-srv6-network-programming,0.0252,0.0001,0.01,283,41,136.667,6.5,6.5,7.167,6,3,0,1,1,1.0,6,3,1.0,25,6,12.167,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
draft-boucadair-behave-64-multicast-address-format,0.1094,0.0,0.035,489,12,308.0,11.0,2.5,5.833,6,4,1,1,1,1.0,8,4,1.0,31,4,16.833,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
draft-ietf-ccamp-flexigrid-yang,0.0414,0.0,0.015,59,4,156.4,15.5,3.0,8.7,5,2,1,1,1,1.0,4,1,1.0,8,1,7.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-mayutan-ledbat-congestionarchitecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-sipping-presence-scaling-requirements,0.3752,0.0,0.083,1880,5,418.4,16.5,2.5,7.6,5,2,0,1,1,1.0,8,1,1.0,46,2,14.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
draft-ejzak-dispatch-webrtc-data-channel-sdpneg,0.0064,0.0,0.003,106,19,62.5,11.0,2.5,6.75,2,0,1,1,1,1.0,1,2,1.0,4,2,3.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
draft-agl-tls-encryptedclientcerts,0.018,0.018,0.018,291,291,291.0,3.5,3.5,3.5,1,1,0,1,1,1.0,6,6,1.0,11,11,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-yin-tsvwg-ipflow-pathtrace-ps,0.0086,0.0,0.004,520,1,175.667,6.5,0.0,2.167,3,1,1,1,1,0.667,8,1,0.667,28,1,10.667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-lemon-geneve-gbp,0.0057,0.0,0.002,21,23,18.333,8.0,1.5,9.0,3,0,1,1,1,1.0,1,4,1.0,3,8,5.333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-josefsson-scrypt-kdf,0.0107,0.0,0.005,571,0,285.5,16.0,6.5,11.25,2,1,0,1,0,0.5,8,0,0.5,40,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-tsou-dime-capabilities-update-problem-statement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ccamp-flexi-grid-fwk,0.0218,0.0003,0.011,175,113,144.0,5.0,5.5,5.25,2,1,0,1,1,1.0,3,3,1.0,7,9,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chen-nvo3-flow-shunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-mrw-behave-nat66,0.7457,0.2085,0.477,815,990,902.5,18.0,7.5,12.75,2,2,0,1,1,1.0,10,10,1.0,47,54,50.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chen-ati-with-adaptive-address-space,0.0,0.0,0.0,0,0,0.0,-4.0,-4.0,-4.0,2,0,0,1,1,1.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-dime-pmip6-lr,0.2391,0.0046,0.112,1457,1128,1180.333,20.0,6.0,11.5,3,2,1,1,1,1.0,9,9,1.0,39,39,37.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-rafiee-intarea-cga-tsig,0.0607,0.0,0.03,808,0,404.0,2.5,12.5,7.5,3,1,0,1,1,1.0,8,0,1.0,42,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-oauth-v2-http-mac,0.6045,0.1229,0.257,2229,935,1268.75,12.0,3.5,7.0,4,4,0,1,1,1.0,13,4,1.0,112,14,37.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-pals-ldp-vpls-broadcast-exten,0.0473,0.0,0.011,704,8,219.333,20.5,9.5,11.333,7,2,0,0,1,0.833,9,2,0.833,39,3,16.167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-psenak-bier-ospfv3-extensions,0.0159,0.0064,0.011,378,229,274.667,16.5,14.0,12.667,3,2,1,1,1,1.0,4,5,1.0,10,17,16.667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-masinter-dated-uri,0.0257,0.0257,0.026,233,233,233.0,21.0,21.0,21.0,1,1,0,1,1,1.0,6,6,1.0,23,23,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-trill-rfc6439bis,0.1411,0.0,0.028,1111,0,252.8,25.0,-2.5,10.0,5,1,0,1,1,1.0,10,0,1.0,48,0,12.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-saintandre-sip-xmpp-groupchat,1.0,0.0035,0.367,5010,237,2005.667,11.5,2.5,8.667,3,2,1,1,1,1.0,13,3,1.0,146,9,63.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-lemonade-imap-notify,0.1169,0.0002,0.06,1886,44,999.0,10.5,5.0,9.833,4,2,0,1,1,1.0,5,2,1.0,27,2,14.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-cui-netext-route-optimization-agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mmusic-traffic-class-for-sdp,0.0999,0.0003,0.05,1057,17,605.333,21.0,9.0,15.0,3,2,0,1,1,1.0,8,3,1.0,31,3,26.667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-roach-martini-up,0.1575,0.1575,0.158,1163,1163,1163.0,9.5,9.5,9.5,1,1,0,1,1,1.0,7,7,1.0,36,36,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-brissette-bess-evpn-l2gw-proto,0.0283,0.0009,0.011,283,49,109.0,17.5,5.0,7.375,4,2,0,1,1,1.0,3,3,1.0,8,8,6.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-authentication-link,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ccamp-ospf-availability-extension,0.1092,0.0,0.026,1821,6,435.2,21.5,9.0,12.4,5,2,1,1,1,1.0,7,1,1.0,56,2,20.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zeng-vpn4dc-example-solution,0.0,0.0,0.0,15,4,9.5,1.0,4.5,2.75,2,0,0,1,0,0.5,2,2,0.5,4,2,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-liang-idr-flowspec-mpls-action,0.214,0.0,0.066,2335,1,768.6,26.0,0.5,8.9,5,2,1,0,1,0.8,8,1,0.8,59,1,23.6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-allied-and-private-blockchain-as-detnet-use-case,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-clausen-lln-loadng,0.0262,0.0,0.006,561,10,167.222,8.5,4.0,8.333,10,3,0,1,0,0.889,6,3,0.889,24,3,6.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-preston-ftpext-deflate,0.0004,0.0004,0.0,8,8,8.0,0.0,0.0,0.0,2,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-muthusamy-dispatch-haptics,0.0001,0.0001,0.0,5,5,5.0,0.5,0.5,0.5,2,0,0,0,0,0.0,1,1,0.0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-elkins-v6ops-ipv6-ipid-needed,0.0013,0.0013,0.001,163,163,163.0,2.0,2.0,2.0,4,0,0,1,1,1.0,4,4,1.0,7,7,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-sheffer-ipsec-failover,0.8355,0.009,0.264,3488,106,1301.75,6.5,5.5,5.25,4,3,1,1,1,0.75,10,4,0.75,73,13,36.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhang-ipsecme-distributed-redundancy,0.0,0.0,0.0,36,98,67.0,2.0,2.0,2.0,2,0,0,1,1,1.0,5,5,1.0,7,16,11.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ma-netconf-with-system,0.0001,0.0,0.0,31,4,17.5,7.5,0.0,3.75,2,0,0,1,0,0.5,1,2,0.5,2,3,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ntp-port-randomization,0.1547,0.0,0.055,2660,0,1008.667,16.5,-0.5,7.167,3,1,1,1,1,1.0,10,0,1.0,44,0,15.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-campbell-oauth-dst4jwt,0.0354,0.0354,0.035,644,644,644.0,5.0,5.0,5.0,2,1,0,1,1,1.0,3,3,1.0,15,15,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-dejean-roll-selective-dis,0.0003,0.0003,0.0,43,43,43.0,3.0,3.0,3.0,2,0,0,1,1,1.0,3,3,1.0,3,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
draft-gu-network-mornitoring-protol,0.011,0.0,0.004,276,19,130.333,6.0,0.5,3.833,3,1,0,1,0,0.667,6,2,0.667,30,4,16.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wilton-intf-vlan-yang,0.0539,0.0,0.018,207,9,123.667,14.0,13.5,9.167,3,1,0,1,1,1.0,4,3,1.0,20,3,8.667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-teague-open-threat-signaling,0.0005,0.0005,0.001,48,48,48.0,0.5,0.5,0.5,1,0,0,0,0,0.0,2,2,0.0,4,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-pauly-masque-quic-proxy,0.0253,0.0,0.013,624,644,634.0,5.5,5.5,5.5,2,1,0,1,1,1.0,8,10,1.0,41,47,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-httpbis-semantics,0.6843,0.0195,0.333,2095,114,1385.667,20.0,26.5,21.833,3,3,0,1,1,1.0,9,5,1.0,71,12,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bradley-oauth-open-redirector,0.4569,0.0033,0.195,2254,108,1191.333,13.5,3.5,7.333,3,2,1,1,1,1.0,13,1,1.0,105,2,42.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-tingwei-mctcp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-matsuhira-m46e-fp,0.0,0.0,0.0,8,8,8.0,11.0,11.0,11.0,1,0,0,1,1,1.0,3,3,1.0,3,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bill-dnsop-tc-bit,0.0005,0.0005,0.001,27,27,27.0,6.0,6.0,6.0,1,0,0,1,1,1.0,4,4,1.0,5,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-pwe3-cep-mib,0.2982,0.0021,0.102,983,55,347.667,16.5,11.0,12.5,3,1,2,1,1,0.667,6,4,0.667,23,8,10.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-shaikh-rtgwg-policy-model,0.0062,0.0,0.002,258,0,74.0,6.5,11.5,4.75,4,0,1,1,1,1.0,5,0,1.0,24,0,7.5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
draft-ietf-tsvwg-diffserv-class-aggr,0.8195,0.0022,0.278,649,127,298.333,17.0,4.5,9.833,3,2,0,1,1,0.667,8,2,0.667,40,4,16.667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-trill-adj,0.2001,0.0004,0.084,773,130,535.2,9.5,4.5,12.1,5,3,1,1,1,1.0,7,2,1.0,32,3,18.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-thomson-geopriv-indoor-location,0.058,0.0079,0.033,832,921,876.5,4.5,5.0,4.75,2,1,1,1,1,1.0,8,4,1.0,22,10,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-palombini-ace-coap-pubsub-profile,0.005,0.005,0.005,243,243,243.0,4.0,4.0,4.0,1,0,1,1,1,1.0,8,8,1.0,22,22,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhang-ccamp-ecomp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-martin-urn-globus,0.0,0.0,0.0,4,5,3.0,0.0,0.5,5.167,4,0,0,1,1,0.667,1,3,0.667,1,3,1.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-klensin-iasa-policy,0.3583,0.1759,0.267,3189,1402,2295.5,18.5,19.0,18.75,2,2,0,1,1,1.0,8,10,1.0,47,64,55.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-xu-l3vpn-virtual-subnet-fib-reduction,0.1505,0.0,0.037,1670,4,563.167,25.0,1.0,9.167,6,3,1,0,1,0.833,8,1,0.833,56,2,24.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
draft-ietf-6man-rs-refresh,0.0748,0.0013,0.036,603,160,442.333,13.0,10.5,15.833,3,2,1,1,1,1.0,11,6,1.0,83,16,46.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-holmberg-sipcore-rfc4028bis,0.2227,0.0054,0.079,4463,18,1727.0,15.5,27.5,21.0,3,2,1,1,1,1.0,9,1,1.0,61,5,25.333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hoffman-dnssec-alg-allocation,0.6048,0.6048,0.605,2201,2201,2201.0,14.5,14.5,14.5,1,1,0,1,1,1.0,10,10,1.0,64,64,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-farinacci-lisp,0.0877,0.0007,0.033,659,75,442.75,8.5,18.5,11.875,4,2,0,1,1,1.0,6,5,1.0,29,12,16.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-fang-l3vpn-end-system-requirements,0.0228,0.0,0.011,248,0,124.0,10.0,6.5,8.25,2,1,0,1,1,1.0,6,0,1.0,22,0,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-nvo3-security-requirements,0.034,0.0002,0.016,336,56,423.6,15.5,8.5,11.5,5,4,0,1,1,1.0,7,2,1.0,34,2,24.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-dnsext-dnssec-gost,0.0248,0.0248,0.025,136,136,136.0,1.0,1.0,1.0,3,1,0,0,0,0.0,5,5,0.0,10,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chen-bier-te-ping,0.1453,0.0,0.073,2192,0,1096.0,23.0,7.0,15.0,3,1,0,1,1,1.0,7,0,1.0,59,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-manet-mpdsr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-cotton-v4mcast-guidelines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-sajassi-l2vpn-evpn-inter-subnet-forwarding,0.1101,0.0,0.036,813,1,454.429,10.0,0.0,9.786,7,5,1,1,1,1.0,9,1,1.0,47,1,20.429,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-idr-rfc4760bis,0.0501,0.0,0.017,141,0,47.0,22.0,16.0,19.0,3,1,0,1,1,1.0,2,0,1.0,5,0,1.667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-curdle-rsa-sha2,0.015,0.015,0.015,265,265,265.0,17.5,17.5,17.5,1,1,0,1,1,1.0,5,5,1.0,7,7,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-reddy-dots-transport,0.1054,0.0012,0.059,705,130,806.25,18.5,5.0,10.125,4,3,1,1,1,1.0,9,4,1.0,62,10,37.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
draft-secure-cookie-session-protocol,0.0068,0.0068,0.007,127,127,127.0,11.0,11.0,11.0,3,0,1,1,1,1.0,4,4,1.0,7,7,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-softwire-gateway-init-ds-lite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-yang-v6ops-fast6-tools-selection,0.0001,0.0,0.0,23,26,24.5,1.0,1.0,1.0,3,0,0,1,1,1.0,3,3,1.0,5,3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ppsenak-ospf-lls-interface-id,0.0367,0.0096,0.017,373,41,222.25,9.5,13.0,13.0,4,4,0,1,1,1.0,5,1,1.0,26,4,11.5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-busizheng-teas-mpls-tp-yang,0.0042,0.0029,0.004,246,237,241.5,6.0,13.0,9.5,2,0,2,1,1,1.0,6,3,1.0,13,10,11.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-medved-i2rs-topology-im,0.0214,0.0,0.007,147,0,67.0,7.0,5.5,6.0,4,1,1,1,0,0.75,4,0,0.75,14,0,7.25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bao-mpls-tp-pathx-transfer-reqs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-klensin-iasa-streamline,0.371,0.371,0.371,3141,3141,3141.0,19.5,19.5,19.5,1,1,0,1,1,1.0,8,8,1.0,52,52,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-elkchow-iea-deploy,0.1554,0.0002,0.078,1100,13,556.5,5.5,1.0,3.25,2,1,0,1,0,0.5,9,3,0.5,45,7,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-pce-segment-routing,0.1351,0.0003,0.041,1122,54,375.6,9.0,8.5,12.0,5,3,0,1,1,1.0,8,1,1.0,58,10,23.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bagnulo-iccrg-rledbat,0.0097,0.0,0.005,124,0,98.75,25.0,12.5,14.75,4,1,2,1,1,1.0,8,0,1.0,17,0,10.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
draft-jivsov-openpgp-ecc,0.0105,0.0105,0.011,61,61,61.0,10.5,10.5,10.5,1,1,0,0,0,0.0,2,2,0.0,4,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-gellens-test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-extra-imap-fetch-preview,0.0,0.0,0.0,52,52,52.0,3.0,3.0,3.0,1,0,0,1,1,1.0,4,4,1.0,5,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
